symbol,date,open,high,low,close,volume
axp,2014-07-15,94.79,95.16,94.0,94.45,3499169
wyn,2014-10-28,76.43,77.45,75.97,77.25,1686999
xyl,2017-05-19,51.75,52.34,51.54,52.01,711435
nlsn,2016-02-08,45.14,45.28,43.91,44.72,3373802
ess,2014-04-04,170.44,171.51,168.04,170.12,1042670
khc,2017-01-05,86.9,87.3,86.08,86.53,3037390
mo,2015-06-30,48.97,49.275,48.5699,48.91,8247296
ame,2015-08-04,53.11,54.72,52.9401,53.71,2143944
pkg,2017-12-21,120.0,121.11,119.95,120.3,505375
swk,2016-10-17,121.25,121.25,120.06,120.23,517023
vz,2014-11-17,51.41,51.48,51.14,51.4,6887136
bxp,2017-06-07,121.1,121.885,121.1,121.73,714250
awk,2017-07-25,80.93,81.12,80.47,80.76,468445
psa,2015-09-09,205.99,206.36,199.87,200.24,795221
fl,2016-04-20,62.0,62.03,61.18,61.32,2096734
dlr,2017-10-27,115.62,117.1,114.51,116.55,1380419
len,2014-06-05,39.8039,40.4608,39.6372,40.1863,2463607
fti,2017-12-14,28.455,28.585,27.59,27.61,3451903
exc,2014-01-31,28.8,29.31,28.78,29.0,10412341
rjf,2016-07-12,51.0,52.32,50.93,52.05,717407
efx,2015-01-15,83.14,83.52,82.37,82.69,465675
dri,2017-02-21,76.54,77.11,76.445,76.7,1269537
etfc,2016-06-13,25.54,25.9,25.46,25.47,2183900
stx,2015-12-08,34.79,35.57,34.43,35.43,3800093
pdco,2016-10-18,44.57,44.84,44.15,44.58,608170
expe,2014-02-11,75.04,76.44,74.58,74.79,2406931
hsy,2016-01-08,85.98,86.23,84.75,84.92,1182069
lll,2017-07-18,171.79,171.79,169.48,169.87,540201
snps,2017-12-01,90.42,91.19,88.29,90.32,1765211
cb,2017-09-01,141.47,142.28,140.31,140.49,1397324
kss,2015-02-20,68.25,69.58,67.83,69.5,2332519
mo,2014-07-07,42.25,42.78,42.25,42.62,5212786
rrc,2016-02-09,29.9,30.24,27.59,28.04,5586833
ntap,2016-04-19,24.93,25.118,24.39,24.44,3233244
ben,2017-09-25,42.78,43.475,42.78,43.41,2171351
navi,2016-10-25,13.11,13.275,13.01,13.15,2393521
esrx,2016-11-11,75.18,75.6,73.78,74.59,4337362
kmi,2015-01-26,42.59,42.65,42.01,42.27,9304898
utx,2017-04-26,117.34,119.25,116.51,118.2,5102681
aos,2014-09-25,24.285,24.34,24.125,24.21,1171586
cbg,2014-05-05,28.31,28.83,28.15,28.71,2087862
ndaq,2014-01-15,39.89,39.91,39.08,39.52,1066735
exr,2017-04-12,78.39,78.71,77.52,77.93,1377975
jec,2017-11-20,58.61,59.78,58.54,59.34,678956
nbl,2017-03-08,35.62,35.75,34.07,34.09,5928436
foxa,2014-05-16,34.06,34.28,33.58,34.07,9684856
intu,2015-02-17,90.06,90.3,89.51,90.09,2884774
shw,2014-10-06,216.32,217.095,213.87,214.64,543866
omc,2015-06-08,73.37,73.68,73.29,73.37,1285388
unh,2017-09-11,199.25,200.42,198.78,199.58,3307919
utx,2016-06-10,101.55,102.39,101.21,102.0,3601667
usb,2016-10-20,43.59,44.09,43.52,43.95,8553044
dhi,2017-11-28,49.54,50.14,49.26,50.11,5216533
azo,2014-08-21,538.06,541.07,536.26,537.78,145125
wyn,2017-02-16,85.69,86.72,85.08,85.79,2207449
pwr,2017-01-17,34.81,34.87,34.131,34.14,1572809
hban,2014-09-15,10.1,10.1,10.0,10.04,8293407
vrtx,2016-06-03,95.62,95.69,92.62,93.96,1473310
usb,2015-01-07,43.6,43.69,43.14,43.55,5073711
gt,2014-09-04,25.96,26.15,25.61,25.81,4304375
ice,2015-07-14,45.7,45.873,45.396,45.598,2144505
hrb,2015-10-28,36.75,37.28,36.6,37.15,2271020
ua,2017-07-20,19.0,19.3922,18.9864,19.05,1883844
tap,2016-01-04,92.97,92.97,91.43,92.29,2293670
brk.b,2014-09-11,137.17,137.97,137.0,137.92,2016900
ni,2014-12-01,41.56,41.8,41.41,41.51,1622714
mck,2014-08-15,192.74,193.49,189.78,191.15,855424
chrw,2017-05-23,68.15,68.36,67.74,68.34,885303
pcln,2015-07-15,1169.0,1177.94,1164.95,1167.54,324554
mlm,2015-12-29,141.0,142.15,139.0,140.66,518880
fe,2017-06-08,29.09,29.11,28.66,28.87,3635977
pxd,2015-03-06,158.0,160.47,155.51,156.17,1951012
intc,2016-06-23,32.58,33.0,32.5011,32.99,22048784
amd,2014-12-09,2.55,2.59,2.49,2.59,22926434
dri,2017-03-31,82.83,84.125,82.51,83.67,3256635
mu,2017-04-21,28.0,28.03,27.16,27.32,28361662
arnc,2015-02-20,47.79,48.21,47.1,47.37,4726517
swks,2016-01-07,66.6,70.28,66.1,67.16,7120079
hum,2017-11-17,234.88,237.69,233.28,233.46,1032865
nue,2016-03-08,44.14,44.95,44.04,44.32,3750090
vz,2016-08-19,52.89,52.91,52.16,52.45,11990982
hog,2015-08-25,55.55,55.865,53.2,53.21,3148374
arnc,2016-04-29,33.84,34.5,33.21,33.51,13872523
eqix,2017-04-19,403.25,404.62,401.14,403.96,325479
wdc,2015-07-08,79.31,79.73,78.19,78.31,2329725
nem,2016-08-11,45.69,45.91,45.2,45.43,4913008
lll,2017-04-27,173.56,179.9499,169.36,173.94,674147
jnj,2016-03-02,106.91,107.41,106.43,107.04,9766977
grmn,2014-07-28,57.04,57.87,56.98,57.52,861632
cmi,2014-04-22,146.76,147.87,146.01,146.8,924911
mro,2014-12-22,28.179,28.695,27.85,28.27,10721154
kss,2015-07-28,61.91,61.97,61.2,61.41,1609946
frt,2017-07-10,126.64,126.72,124.7,124.76,471268
cbg,2017-04-25,34.6,34.64,34.3,34.3,1633823
unp,2014-10-17,105.95,106.975,105.64,106.4,7120331
dhr,2014-11-19,82.58,82.77,82.15,82.57,1487542
atvi,2015-04-14,22.79,22.955,22.62,22.92,3516211
ice,2015-05-01,44.85,45.612,44.808,45.164,2440625
hst,2015-09-04,17.32,17.43,17.07,17.2,4299054
aee,2014-12-03,43.48,43.93,43.35,43.85,1383693
sbux,2014-07-14,39.49,39.49,39.21,39.28,4562120
tap,2014-07-14,73.96,74.69,72.88,72.96,1493838
ci,2015-06-23,163.23,164.85,161.67,164.75,6580693
noc,2017-11-13,297.73,298.96,294.44,298.48,656120
amgn,2016-02-11,140.76,143.485,140.04,141.46,4374353
mmc,2015-09-14,54.07,54.15,53.66,53.96,2915859
ctsh,2014-01-07,49.28,49.75,49.28,49.56,3064862
cern,2015-04-10,74.49,75.12,74.01,75.0,1615972
pwr,2014-04-11,35.91,35.98,35.27,35.28,2016645
mmm,2016-12-06,171.82,172.03,171.23,171.8,1467548
hcn,2017-06-13,73.96,74.34,73.67,74.14,1555454
cvx,2017-11-09,115.9,117.5,115.62,117.24,5101638
pnr,2015-05-08,62.62,62.88,62.048,62.08,877138
iqv,2017-07-14,89.26,89.57,88.83,89.38,464484
pdco,2016-02-25,43.79,45.51,43.495,45.09,2234650
swks,2016-09-02,75.25,75.43,74.21,74.62,1509550
nke,2017-09-05,53.25,53.47,52.88,53.01,6689126
adi,2015-10-22,63.28,63.95,62.42,63.4,3499184
bmy,2017-01-12,56.5,56.78,56.015,56.55,9977917
chtr,2014-03-18,126.66,128.05,125.8,125.99,831186
cmg,2014-09-09,679.1,679.1,669.27,669.95,282760
cb,2016-01-20,110.0,111.6,108.1868,110.69,6027427
rcl,2016-01-05,96.39,97.6799,96.3,96.54,2198193
pypl,2017-02-13,40.83,41.3,40.74,41.17,6260907
hum,2014-03-31,113.77,113.88,111.15,112.72,1267112
psa,2016-12-20,220.27,221.4,216.45,217.84,810443
wu,2017-06-01,19.09,19.52,19.07,19.44,5124638
vfc,2017-09-11,62.76,63.39,62.66,63.36,1396696
ca,2017-11-28,32.67,32.81,32.4,32.69,1676665
pvh,2015-08-25,110.15,113.285,109.05,109.22,2034893
trv,2016-12-09,118.7,119.19,117.87,119.19,2138835
mrk,2017-09-07,64.09,64.42,63.785,64.32,6856376
ms,2014-11-06,35.05,35.4,34.86,35.31,8892057
aiv,2015-03-20,40.1,41.22,39.98,41.19,1832819
len,2017-09-28,50.2941,51.2353,50.1961,51.2059,1977706
kmx,2017-12-12,68.0,68.15,66.82,66.86,1379637
ccl,2015-08-11,51.92,52.33,51.67,52.19,3559414
wmb,2017-08-22,29.12,29.63,29.1,29.5,2909944
de,2016-07-11,80.97,81.4,80.49,80.99,2314715
pnc,2016-03-22,85.59,86.49,85.26,85.85,1987145
jnj,2016-12-07,111.89,111.89,109.32,111.1,11761134
emr,2014-04-10,67.04,67.3,65.935,66.05,3769723
ben,2015-06-25,50.66,50.74,50.15,50.31,2067058
pnr,2016-11-25,57.8,58.07,57.44,58.06,465386
peg,2017-05-10,43.0,43.07,42.465,42.7,4261486
eqix,2014-08-21,220.94,224.48,219.69,223.58,445776
wdc,2014-12-11,108.19,109.09,107.23,108.04,1908958
alxn,2014-01-27,133.38,135.07,126.761,129.82,1911510
avb,2015-09-24,170.84,171.73,167.96,169.34,788350
ntrs,2016-11-10,77.49,79.78,76.87,78.52,3109624
ew,2015-04-14,71.505,71.825,70.6458,71.375,1247418
wec,2016-07-11,64.63,64.98,63.87,64.91,1496103
ntrs,2017-06-12,91.75,92.56,91.31,91.91,1135325
kim,2015-03-30,26.72,27.1,26.54,27.03,3024874
zts,2016-11-29,50.03,50.58,50.03,50.45,2314144
coo,2015-09-25,154.14,154.99,148.8,149.86,702352
aph,2015-11-25,54.67,54.95,54.61,54.76,604710
m,2014-10-10,56.48,57.335,55.912,56.68,4863559
akam,2017-06-08,48.55,48.94,48.3,48.91,1371431
nsc,2017-01-27,120.18,120.62,118.95,120.35,2190038
nclh,2017-08-24,57.33,57.905,57.29,57.73,1563125
pki,2014-04-24,44.7,44.93,44.0401,44.31,992351
xel,2017-07-26,46.65,47.27,46.55,47.27,2420568
mat,2016-05-11,31.08,31.21,30.715,30.92,3160320
swk,2015-09-04,97.81,98.37,97.25,97.79,806833
wu,2015-10-16,18.96,19.09,18.9,19.08,2698784
biib,2017-03-31,269.3,275.0,268.02,273.42,2747445
bbt,2016-12-30,46.95,47.13,46.72,47.02,3467450
mos,2016-03-02,26.75,28.42,26.63,28.15,6645111
wu,2014-08-22,17.62,17.68,17.45,17.5,4846514
pdco,2017-08-04,40.11,40.18,38.75,39.23,1086763
pfg,2015-11-20,50.99,51.14,50.68,50.83,758999
key,2015-04-15,14.07,14.29,14.06,14.19,10846257
col,2017-11-16,132.1,132.78,132.03,132.61,1098007
atvi,2014-10-28,19.12,19.32,19.08,19.23,8264476
dltr,2014-07-11,55.43,55.51,54.67,55.25,1343666
txn,2016-09-09,68.19,68.42,66.67,66.67,6995646
srcl,2014-01-29,114.14,117.45,113.9,115.5,840328
txn,2015-02-27,59.49,59.49,58.72,58.8,6494867
pfg,2015-04-02,50.98,51.58,50.88,51.41,786327
mchp,2017-05-19,79.48,80.42,79.37,80.18,1766677
foxa,2016-03-04,27.88,27.93,27.3649,27.8,8656373
aee,2014-11-24,42.8,42.94,42.41,42.48,1060916
algn,2017-10-19,194.23,196.89,191.8,196.85,928081
lrcx,2016-05-03,75.73,76.285,75.36,75.73,3325598
csx,2016-11-18,33.89,34.14,33.82,34.0,8719796
pru,2014-08-07,87.61,90.36,86.06,86.41,3554796
lkq,2016-01-14,25.38,26.065,25.28,25.82,2535058
nclh,2016-08-17,37.8,38.66,37.5,38.66,2143322
ppg,2014-02-12,93.015,93.535,92.625,92.88,1361850
cl,2017-10-13,75.48,76.03,75.26,75.99,3761301
reg,2017-03-15,64.89,67.24,64.56,66.77,2616137
rost,2017-08-16,53.88,54.4508,53.39,54.37,3615304
mo,2014-12-17,49.54,50.2,49.135,49.94,7948775
lrcx,2017-05-12,149.71,150.13,148.08,149.58,1575472
uaa,2014-12-19,35.395,35.5,34.5207,34.545,6483280
avgo,2017-05-31,242.52,242.89,237.56,239.48,4482984
ppl,2015-02-12,34.74,34.96,34.62,34.85,4995779
kss,2014-07-22,52.32,52.55,51.51,51.66,2978191
emr,2014-03-24,65.44,65.85,64.93,65.39,4184003
fisv,2014-03-13,58.77,58.92,57.21,57.46,1135069
dgx,2017-12-18,99.21,99.7,98.59,98.73,1023733
ntrs,2015-10-13,68.94,69.0,68.18,68.44,890707
tss,2017-04-06,52.77,53.18,52.59,52.86,764503
chrw,2014-06-23,64.03,64.04,63.655,63.81,1183795
pkg,2016-06-14,65.9,65.99,64.83,65.69,1050378
rht,2016-01-26,70.75,71.63,69.94,70.96,2359053
azo,2014-01-03,474.28,478.58,472.784,475.5,193458
glw,2014-12-23,22.74,23.27,22.74,23.14,8320346
hst,2015-03-18,20.97,21.44,20.78,21.38,9239665
fisv,2014-02-10,54.87,55.0,54.04,54.78,3741449
mhk,2015-03-24,180.79,184.68,180.43,181.48,631290
pbct,2016-01-05,15.8,15.88,15.64,15.76,3561200
hp,2015-07-27,55.18,56.34,54.2,55.64,3164557
csra,2017-01-25,32.49,32.61,32.09,32.12,671328
intu,2015-11-16,96.89,97.5742,95.98,96.9,1599179
cnc,2014-08-06,35.75,36.93,35.4881,36.72,1440730
idxx,2015-04-13,76.58,77.35,76.325,76.405,220642
acn,2016-01-27,102.67,103.6,101.33,101.96,3044295
hig,2015-03-19,42.71,42.77,42.37,42.57,2458284
csx,2014-03-06,28.61,28.87,28.57,28.73,5003617
fl,2015-08-11,72.86,73.57,72.38,73.32,1348826
ulta,2017-03-21,286.2,286.43,280.93,281.28,588070
ivz,2016-09-21,30.74,30.915,30.41,30.84,3189418
wynn,2017-03-30,115.29,115.73,113.8,114.3,1686358
mrk,2014-02-10,54.29,55.0,54.22,54.89,10615310
cci,2015-11-23,87.17,87.78,86.955,87.4,2102580
ilmn,2017-11-03,207.88,214.18,207.225,213.99,635172
pxd,2015-01-23,152.38,156.06,151.9301,152.86,1789571
bxp,2015-08-07,121.17,121.42,119.39,120.17,868773
twx,2015-06-17,87.1,87.63,86.97,87.22,3515030
qrvo,2015-06-17,84.81,85.07,83.09,84.56,1894035
flr,2016-01-12,42.43,42.67,41.68,42.4,2145936
dltr,2017-04-27,81.73,83.14,81.4858,83.13,3065563
exc,2014-05-09,36.47,36.72,36.19,36.2,6544362
adp,2014-10-27,76.25,76.5999,75.95,76.47,1103391
key,2014-10-06,13.6,13.63,13.4,13.4,11491530
ups,2017-02-14,108.68,109.34,107.62,108.99,5878825
hrb,2016-06-17,23.34,23.56,23.03,23.22,5886009
cog,2015-03-12,28.09,28.23,27.65,27.85,4956081
ame,2015-11-03,55.33,55.97,55.17,55.72,1347592
o,2016-12-20,57.42,57.58,56.28,56.76,1682859
uhs,2016-10-25,124.17,125.27,121.56,121.6,921785
coty,2017-09-22,16.05,16.16,15.95,16.15,9265338
ups,2015-10-06,101.895,101.94,100.81,101.43,2339027
tmk,2017-03-20,78.52,78.89,78.06,78.42,444780
bsx,2015-06-05,17.9,17.915,17.72,17.85,5828118
amg,2014-08-12,196.37,197.89,195.9,196.93,288355
ice,2014-03-13,41.834,41.902,40.688,40.81,3517780
sni,2017-04-12,76.71,77.05,75.33,75.43,1221131
de,2016-07-26,78.68,79.99,78.56,78.99,4139767
mmm,2014-09-22,146.92,147.0,145.5,145.71,2231009
hrl,2016-09-07,38.58,38.64,37.85,38.06,1956575
tss,2016-11-01,50.05,50.05,48.97,49.32,1022367
vtr,2016-01-04,56.0,56.8,55.51,56.74,2820856
wy,2017-04-18,34.78,35.005,34.665,34.76,2657614
atvi,2015-09-21,31.11,31.65,31.11,31.52,8411014
ctsh,2015-01-07,51.21,52.6844,51.21,52.65,4411350
pld,2017-01-30,49.33,49.38,48.63,48.74,3636138
ca,2015-02-04,31.08,31.52,30.93,31.51,4415656
aig,2014-08-29,55.95,56.09,55.74,56.06,4420085
trip,2015-10-06,67.2,68.16,66.76,66.84,1515108
emr,2014-03-05,65.12,65.3,64.955,65.06,2234706
pdco,2014-03-21,41.93,41.95,41.1,41.14,679559
bk,2017-12-19,54.94,55.0,54.17,54.2,4306933
len,2014-05-21,37.3235,37.598,37.0784,37.5294,1950458
mu,2014-03-17,24.11,24.1699,23.85,23.93,17778739
len,2015-09-09,51.7745,51.9216,50.549,50.6372,2654486
mar,2016-09-28,67.04,67.44,66.7,67.38,4599161
atvi,2014-04-10,19.8,19.85,19.275,19.38,5036878
luk,2017-11-01,25.5,25.75,25.17,25.33,1054261
cop,2017-05-26,45.33,45.4,44.68,45.35,10758924
vfc,2014-09-16,65.91,66.63,65.8,66.34,2045724
pg,2014-09-02,83.21,83.49,82.71,82.98,5528875
expe,2015-02-27,93.18,93.57,91.635,91.75,1663468
amgn,2014-09-23,141.84,142.4,140.57,140.68,2320925
rsg,2015-10-28,43.6,43.77,43.22,43.69,1276365
unm,2017-06-15,46.81,47.39,46.77,47.25,842901
txt,2017-08-24,48.07,48.18,47.72,47.94,918482
foxa,2017-01-19,30.16,30.37,29.71,29.8,9174522
xlnx,2014-12-24,43.98,44.3301,43.86,44.085,703703
len,2014-10-14,37.3235,38.3823,37.1912,37.6176,3713203
pki,2017-08-17,64.54,64.82,63.6,63.66,433561
sti,2017-02-03,57.74,58.09,57.28,57.97,3045707
cbg,2015-08-19,37.45,37.56,36.9,37.31,1570386
usb,2017-11-01,54.58,54.74,54.26,54.48,4642631
amzn,2014-04-17,319.76,328.66,319.76,324.91,4300378
pcg,2016-10-21,60.53,60.71,60.05,60.31,1312897
fast,2016-12-30,47.49,47.65,46.66,46.98,1471841
rtn,2017-11-30,189.16,191.35,188.6501,191.15,3122699
googl,2015-01-26,541.5,541.5,532.07,536.72,1546563
gd,2016-08-04,147.96,148.38,146.82,147.37,1398653
wba,2016-08-19,82.32,82.825,82.015,82.59,2757209
nlsn,2015-07-21,45.6,45.65,45.19,45.33,991467
jnj,2015-02-27,103.04,103.33,102.48,102.51,8500014
cost,2015-05-08,146.0,147.56,145.8,145.88,1728677
fl,2015-06-22,64.43,65.0,64.02,64.88,987616
gps,2016-02-01,24.49,24.86,24.15,24.74,5387780
d,2015-02-09,75.72,78.15,74.71,75.23,4549670
navi,2017-05-04,15.5,15.67,15.115,15.16,1848106
bmy,2015-12-07,69.0,69.45,68.48,68.84,4865506
whr,2017-03-24,170.65,171.6,169.4,170.0,527792
aon,2017-02-08,113.71,114.43,113.2201,114.36,752781
xom,2017-02-08,81.99,82.12,81.17,81.48,14006281
dre,2015-01-13,21.45,21.57,21.08,21.25,2194681
symc,2016-01-14,20.3,20.55,20.19,20.48,7983703
blk,2014-08-19,319.52,321.85,318.81,321.55,708865
hes,2017-10-13,44.74,45.4,44.63,44.99,2619759
lh,2016-09-06,137.91,138.37,137.42,138.37,723969
chd,2014-07-29,33.1,33.335,33.03,33.06,1688248
slb,2015-01-07,82.55,82.66,80.53,81.71,7951588
ca,2015-09-25,27.68,27.92,27.15,27.36,2747792
amzn,2015-11-10,651.01,660.0,647.262,659.68,3489483
jpm,2015-06-15,67.58,68.21,67.3,67.99,14082323
xel,2015-03-30,34.45,34.91,34.34,34.74,2879041
aal,2017-11-21,47.89,48.92,47.54,48.65,2796204
pfg,2017-11-06,68.03,69.455,68.0,69.22,1026746
bf.b,2015-12-31,50.625,50.625,49.625,49.64,1300442
slb,2016-12-23,86.03,86.27,85.23,85.51,2894275
tel,2014-08-26,63.2,63.2,62.82,62.97,850635
bax,2017-03-10,52.28,52.33,51.755,52.01,2320992
are,2016-06-24,97.43,100.03,96.63,99.36,649109
exr,2014-07-14,53.2,53.56,53.02,53.54,499274
disca,2016-03-23,28.8864,28.8864,27.52,27.81,3373022
pnc,2015-08-24,87.7,90.3899,82.77,88.83,4890533
etn,2014-04-08,73.51,73.82,72.78,73.38,3352231
pvh,2015-09-18,113.47,114.17,111.32,111.61,818930
viab,2017-07-31,35.72,35.76,34.26,34.92,5908375
aiv,2015-04-02,38.95,39.2,38.79,38.96,2475091
amat,2014-09-03,23.0,23.06,22.84,22.9,12940767
amg,2014-08-15,199.7,199.78,195.97,197.98,326644
hog,2017-11-10,45.7,47.41,45.55,47.3,4136909
mpc,2017-08-18,49.62,50.54,49.43,50.11,3661324
emr,2015-05-05,57.61,58.87,57.5,58.4,8422721
pg,2016-09-06,88.25,88.64,87.88,88.64,14472067
luk,2015-07-06,24.32,24.48,24.16,24.4,2521839
fe,2015-07-09,33.91,34.14,33.33,33.47,1615742
cms,2017-05-02,45.29,45.49,45.11,45.32,2017320
rrc,2017-07-03,23.25,23.59,23.21,23.49,2745518
nvda,2017-12-20,197.7,198.07,194.55,196.8,7220456
cma,2016-01-14,36.74,37.205,35.985,36.93,3435865
lnc,2014-12-01,56.09,56.43,55.13,55.61,2601262
ups,2014-09-19,100.04,100.39,99.44,99.44,3901581
nflx,2017-10-10,197.85,198.3,192.1,195.08,6233823
eqt,2016-09-01,71.05,72.275,70.755,71.74,1146411
m,2016-08-25,39.52,40.29,39.07,39.25,8484615
px,2016-03-09,108.42,109.35,107.85,109.06,1416002
cfg,2016-09-13,24.72,24.79,24.22,24.62,6656558
cf,2016-12-16,28.58,29.61,28.22,29.48,10461747
fls,2017-11-16,38.78,39.22,38.66,39.08,1478557
ipg,2014-04-22,17.52,17.93,17.3,17.36,11310861
incy,2017-08-11,122.74,125.08,122.27,124.1,898025
fe,2015-09-15,30.93,31.34,30.65,31.19,3405850
sig,2014-10-03,113.37,117.02,113.04,116.21,638184
mro,2014-12-02,28.9,30.13,28.74,29.73,13241433
vlo,2014-07-15,49.24,50.81,49.24,50.28,13465425
abt,2015-10-05,41.62,41.78,41.02,41.39,8789275
dri,2014-04-11,49.2,49.47,48.44,48.46,1367935
dvn,2014-10-27,58.45,58.48,56.85,57.33,4785904
mcd,2014-05-29,101.27,101.49,100.87,101.34,4124605
lll,2015-05-05,115.07,115.25,112.88,113.38,755060
eix,2016-11-16,69.57,69.73,68.54,68.84,1027447
irm,2015-08-28,28.18,28.56,27.95,28.54,1803771
duk,2017-06-09,85.1,85.75,84.917,85.72,2264839
amzn,2014-08-19,334.87,335.81,333.01,335.13,1714120
wy,2014-02-14,30.32,30.53,30.27,30.45,2175070
lly,2015-04-20,73.0,73.26,72.295,72.41,2540441
lnt,2014-01-06,25.095,25.29,25.0,25.245,1692696
csco,2015-04-15,28.1,28.42,27.97,28.25,31160911
adbe,2015-04-21,74.31,74.88,74.21,74.62,1894585
cost,2017-06-27,160.66,161.55,159.2,159.26,5533814
ame,2016-12-01,47.72,49.73,47.5208,49.4,5589457
var,2015-12-28,80.71,81.25,80.4,81.09,406823
see,2014-10-24,33.0,33.53,32.58,33.5,1198216
fdx,2017-07-17,215.25,216.47,211.53,215.48,2838896
kmi,2014-12-16,37.87,39.09,37.06,38.07,27586407
ulta,2017-06-13,301.68,303.02,299.02,302.69,532158
myl,2014-08-13,44.97,45.55,44.8,45.39,5385968
rsg,2015-08-27,41.25,41.4,40.61,41.29,1549036
qrvo,2017-07-28,68.87,69.35,68.37,69.0,789364
nwl,2016-11-30,47.54,48.02,46.47,47.01,9197261
lll,2017-11-01,187.8,188.17,185.28,185.55,485973
sni,2014-12-11,77.76,78.73,77.15,77.22,643725
chtr,2015-10-27,183.9,185.5,180.72,181.09,1217390
ebay,2015-03-19,56.81,58.34,56.69,57.875,13573341
cci,2016-03-22,85.87,86.27,85.7,86.0,2088987
prgo,2014-08-11,144.68,144.68,142.19,142.25,892908
bsx,2017-10-09,29.41,29.54,29.27,29.33,4343509
sig,2014-01-13,71.27,71.6,69.49,70.12,1866134
vrtx,2015-12-29,124.97,129.18,124.324,127.87,1168555
ben,2014-05-05,52.55,52.855,52.01,52.5,1308256
utx,2015-03-10,120.55,120.98,117.34,117.4,5583789
xl,2015-09-11,36.55,37.12,36.34,36.99,2298488
cop,2014-03-13,66.78,66.84,66.09,66.32,4531924
bbt,2017-01-11,46.5,46.79,46.37,46.77,9262558
hsic,2016-06-24,85.7,86.7999,85.155,85.435,1298494
dhr,2016-10-28,78.32,78.98,77.82,78.19,2599861
apa,2014-04-22,85.38,86.4,84.78,86.2,3000882
el,2016-09-16,87.49,88.03,87.31,87.72,1752585
hcp,2015-12-28,37.74,38.265,37.55,38.21,2241343
kmb,2015-11-10,117.81,119.2,117.5,118.92,992928
gww,2017-04-17,222.58,223.78,221.81,222.97,1037098
gpc,2015-01-29,95.67,95.77,94.52,95.42,1363182
rht,2015-10-30,78.86,79.79,78.52,79.11,1511340
dwdp,2017-12-29,71.81,71.85,71.22,71.22,4745557
uri,2014-04-07,91.35,91.44,85.01,85.66,4121544
phm,2017-08-29,25.11,25.387,25.04,25.31,3058256
rok,2017-08-04,165.63,166.05,164.75,164.9,536349
wec,2016-04-12,58.82,59.17,58.62,59.13,1250052
aiv,2017-10-27,43.34,44.545,43.34,44.37,1599794
cfg,2017-03-15,37.4,37.63,36.65,36.78,5339984
apd,2016-05-31,143.68,143.68,142.27,142.64,684900
see,2016-12-12,48.18,48.53,47.55,47.87,967653
ew,2015-08-21,70.925,71.094,69.905,69.935,2851606
omc,2016-01-04,74.39,74.44,72.81,73.57,2150743
dfs,2017-08-29,58.52,58.67,58.125,58.45,2706905
so,2017-07-24,47.86,47.88,47.24,47.25,4513314
acn,2016-09-08,114.43,114.56,112.25,112.3,3078476
wfc,2016-10-28,46.57,46.64,45.88,46.23,20882042
tmk,2017-12-13,89.67,90.35,89.27,89.31,769830
fe,2014-12-24,39.14,39.86,39.03,39.74,2370674
intc,2015-07-01,30.49,30.55,30.01,30.18,27178920
pcg,2016-05-04,58.7,59.59,58.66,59.14,3680926
dis,2015-07-07,116.42,117.19,114.86,117.1,8359934
kss,2015-06-23,63.78,64.59,63.76,63.9,2113175
wrk,2017-09-11,56.95,58.0,56.78,57.75,2301523
all,2014-06-25,58.84,58.99,58.67,58.71,1903847
aos,2014-01-10,26.33,26.4,26.24,26.265,1130588
l,2015-12-24,38.5,38.61,38.18,38.47,410346
ipg,2016-02-29,21.38,21.75,21.33,21.39,4497145
pep,2016-01-25,95.92,96.83,95.53,95.94,4407002
v,2014-07-01,52.9875,53.8375,52.9575,53.5625,10995284
jbht,2017-05-11,86.5,86.665,85.68,86.07,1118777
ayi,2014-02-21,136.56,137.01,135.32,135.44,273898
fe,2017-05-04,28.89,29.07,28.7843,28.87,4818603
zbh,2017-03-09,117.84,119.45,116.96,119.18,1116468
ba,2015-06-25,143.27,143.76,142.34,142.45,2153754
hsy,2017-06-02,115.27,116.0,114.7618,115.88,1058753
xl,2014-09-09,33.85,33.87,33.57,33.71,1099870
zbh,2016-09-15,123.39,125.72,122.941,124.89,1096090
cmi,2015-02-13,136.75,139.36,136.65,139.04,1938835
nov,2014-12-11,62.98,64.62,62.6902,63.01,4628278
trip,2017-01-27,52.46,52.46,51.67,52.0,812887
ni,2015-09-08,16.41,16.75,16.41,16.63,2914839
apd,2016-06-14,143.96,144.42,142.85,143.9,884403
iff,2015-12-11,116.69,117.795,115.635,116.12,1034195
gww,2016-07-25,217.76,219.435,216.75,218.3,503187
fast,2017-06-13,43.83,44.12,43.235,43.42,3305792
etfc,2015-12-07,30.61,30.685,29.9,30.12,2946842
flr,2016-11-10,49.5,50.79,49.5,50.4,2830097
pkg,2017-09-15,115.56,116.08,114.5,115.88,2177654
abbv,2014-11-03,63.66,63.9,62.94,63.25,8251001
exc,2017-08-25,38.49,38.59,38.29,38.3,3193260
fti,2014-09-22,55.08,55.25,53.94,54.55,1608992
rhi,2015-10-16,53.31,53.48,52.65,53.19,666420
aep,2014-07-14,54.39,54.56,53.53,53.6,3134203
hban,2014-10-14,9.48,9.58,9.42,9.51,10875315
nflx,2014-03-05,64.8556,65.2628,64.5585,64.7856,10881465
gpn,2017-12-06,96.65,98.48,96.34,97.19,1630742
emn,2016-08-02,64.89,64.93,63.65,64.12,1748517
